100000 100000
1 11821 96055
0 19315 99078
0 16975 81994
0 16738 80369
0 660 95396
0 15439 93861
0 7089 97107
1 16986 97767
0 4884 90007
0 16882 92552
1 15241 80615
1 11260 95393
0 9671 82441
0 17064 97765
1 15532 84788
1 4779 98504
1 8558 88274
1 14902 82459
0 18571 90516
0 11896 87445
0 14887 87028
0 8015 90476
0 5555 95526
0 1836 93168
0 9795 99711
1 9847 88104
0 15286 84414
0 19562 91737
1 18788 85826
1 16981 85202
0 19180 85130
0 1908 92271
0 17365 98031
0 1491 82048
0 8261 81509
1 13887 80555
0 13402 83898
0 19465 83375
0 19755 86150
0 6828 94802
0 16845 97954
0 13200 87497
1 16976 99011
0 5554 89950
1 500 83141
0 448 93884
1 2691 82081
1 1829 97764
0 13119 97487
0 15050 88177
0 2671 87621
0 6160 86137
1 383 89943
0 4139 90896
0 14460 92297
0 11065 84140
0 18291 86014
1 15918 88475
0 7841 99025
0 10032 95075
0 6534 90427
0 2353 87716
1 5087 99471
0 8378 91204
1 1415 93343
0 9303 90987
0 11121 92051
0 7110 98656
0 5529 81284
0 6129 99360
0 1956 84172
1 4967 84918
0 3899 93944
0 8287 85558
0 4740 99608
1 13945 95481
0 12915 98179
0 701 95318
0 11512 84457
0 19776 94557
0 2298 87781
1 19359 94854
0 1799 91195
0 8042 90295
0 2641 90228
0 7695 83002
0 9447 83388
0 11628 80777
0 3607 86610
0 16509 84716
1 18472 81402
0 15402 96934
1 12965 84201
0 5802 80948
1 10830 93889
0 4092 87277
0 452 82162
1 3921 84213
0 12366 94172
0 7988 94975
1 9410 98623
0 9780 88775
1 17637 95483
0 18202 94643
1 2073 82552
0 5661 87605
0 3448 88033
0 5849 97292
0 16980 90842
0 31 95703
0 19790 95976
0 8096 93086
0 7661 99464
1 6853 89205
1 13345 84783
1 220 92159
0 3651 82380
0 248 89826
0 17922 96941
0 5975 94724
0 10801 83269
0 13923 89681
1 7867 90182
0 15502 97893
0 19640 94696
1 17760 85830
0 14016 93638
0 19010 81465
0 7690 84098
1 15144 85190
1 8417 84638
0 14232 82692
0 9862 98043
0 16735 95361
0 18628 90280
1 13703 84681
0 6881 80999
0 7150 85614
0 10160 96166
0 19130 88272
0 15373 91324
0 17381 88383
1 13284 86182
1 6576 86793
0 1757 83777
1 7493 97907
1 3651 96947
0 17126 82779
0 3367 89365
0 7031 82192
0 16837 87582
0 14807 80716
0 17545 93419
0 6751 81043
1 10805 95300
1 16958 84094
0 14384 89760
1 17877 98855
1 6964 92007
1 19009 97568
0 536 98758
1 14119 96010
0 13794 84015
1 2437 93917
0 12443 91107
0 16016 98761
0 18218 90509
0 4976 85870
1 4350 89611
0 15959 86809
0 10918 88552
1 4711 88582
1 13889 87713
0 7564 90432
1 12360 97045
0 19946 88900
0 19054 91468
0 16353 85199
1 11577 96574
1 19710 93999
0 14251 84283
0 13720 91128
0 17916 85909
0 10440 98755
1 5100 98906
1 9289 86966
0 3057 90982
0 8346 91373
1 11502 89892
0 3983 89101
0 3025 81719
0 9460 82484
1 2585 90542
0 6145 85487
1 9735 86015
1 6696 94918
1 16057 99152
0 19197 87264
1 1218 85155
1 1989 97823
0 1341 92487
1 4489 89491
0 10900 84761
0 1506 87319
0 13884 88429
1 15188 86964
1 7517 89431
1 1738 91286
1 18728 85711
0 11052 93312
1 13022 92459
0 6477 87061
0 9585 88178
1 8336 88074
0 5751 90256
0 9141 85778
0 1545 95872
0 14963 90268
0 6449 91655
1 7664 84728
0 11500 82788
1 19931 98289
0 17398 86154
0 10466 81757
1 10888 91447
1 3045 86455
0 16228 98857
1 8030 93988
1 378 87534
1 15390 89363
1 10321 95856
1 19884 96228
1 18244 90244
1 14959 81015
1 5231 80720
0 15555 92031
1 5953 84588
1 13692 92501
0 18726 95808
0 768 85216
1 8538 96056
0 7777 85172
1 11021 89648
0 7149 94658
0 5121 95447
1 5117 95089
0 6090 83767
0 11847 97302
0 9446 89955
0 12246 83160
0 1279 87384
1 18653 89344
0 18224 80650
0 3595 96303
0 19879 82599
0 15493 84491
0 14479 93110
0 5173 87727
0 5664 87282
0 937 92630
0 7992 85054
1 2790 90071
1 5538 91571
1 17415 80257
0 3231 80707
1 5519 92493
0 3496 99635
1 11535 99080
0 5083 93733
1 18831 84699
1 9199 94346
0 16082 92144
0 19523 82594
1 12363 96244
1 9275 88700
1 15766 81501
1 16727 87299
0 15000 80343
1 9162 91056
0 12398 86653
1 10496 98971
0 11366 84896
0 1990 88154
1 3778 89310
1 14205 87912
1 5858 97914
0 12839 89134
0 17134 96809
1 15509 96871
0 6674 97087
1 19363 99906
0 10078 92171
1 15279 83764
0 14404 84177
1 10273 99517
1 8867 83576
0 1467 90902
0 15015 96319
0 16523 88268
0 9128 92002
0 8235 92422
0 4421 81532
0 4748 83754
1 11852 85307
1 10342 92715
0 18922 90868
1 2058 81686
0 8931 98280
1 5141 87487
0 4189 94105
1 1220 82645
0 4800 92063
0 11992 91327
1 5345 97861
0 11127 80649
0 12601 81738
0 2922 98201
1 18411 96722
0 17370 93519
0 7925 94403
1 13812 92698
0 12626 87038
1 15629 82247
0 11356 86346
0 16961 85806
1 19783 99838
0 12621 88532
0 13723 82310
1 3578 89137
0 18095 85575
0 14771 88483
1 7259 87064
1 1166 87886
1 4791 80699
0 10407 84329
1 14544 88190
0 18970 97284
1 10694 80227
1 11733 93139
0 12559 99893
0 11957 96596
0 19150 85709
0 3806 88250
0 16505 86498
0 9995 93978
0 585 91237
1 8706 82475
0 10127 99627
0 4388 87094
0 1055 83329
0 13890 89523
1 4818 96477
0 945 98573
1 11509 80732
0 263 90967
0 7709 91907
1 7709 96047
0 14199 86677
0 6026 96174
0 18275 80947
1 1788 99628
0 18004 99373
0 5855 93465
1 4122 94989
1 13937 85812
1 12823 90174
0 2856 91153
0 19939 97440
0 13635 90112
0 6306 98240
0 17450 96964
1 17145 90265
0 5302 89983
0 14145 84521
1 16971 97993
0 13888 92890
1 6473 98336
1 6630 89027
0 14654 85405
0 13313 86167
0 1325 82383
1 15036 86854
0 7055 82273
0 18188 94745
0 4147 93555
1 4756 99554
0 3612 83158
0 7959 86416
0 13741 96557
0 8184 97443
1 5634 96520
1 1396 91449
0 5258 98767
0 284 88568
0 13030 86324
0 17542 98540
1 11980 91825
1 9084 88559
1 18523 96483
0 7734 90014
0 11486 86315
0 7216 95199
1 2050 95783
0 17439 84352
0 8631 86542
0 8524 99337
0 6162 96524
1 16302 92463
1 956 90392
0 14015 80497
1 13724 85222
0 522 92192
1 19406 97006
1 9440 85209
1 13098 91401
0 14544 82005
0 8219 82356
0 9390 95227
1 3643 92376
0 12982 86138
1 3524 85697
0 14030 87759
0 11238 86709
0 19288 90177
1 3033 89536
0 5044 99169
1 19926 90624
1 9169 80069
0 6832 83011
0 1833 96443
1 14631 93595
0 6486 91994
0 2543 82163
1 14921 99867
0 6617 91863
0 13786 98659
0 13404 92154
0 13425 95449
0 1385 87810
0 12342 88871
0 16824 84658
0 18727 98781
1 11271 85894
0 9127 90710
0 5819 83052
0 11881 94636
1 7565 93618
1 16807 88071
0 1344 94674
0 12593 88317
0 8006 86087
0 13185 81136
0 1443 86932
0 1614 82396
0 12037 82614
0 7041 89654
1 5366 97254
1 9677 96676
0 16023 83198
0 13469 89791
1 15841 84702
0 16886 96186
0 6120 87105
0 15693 89126
0 12851 99814
0 4984 80185
0 3691 85988
0 938 87388
0 11725 87340
0 15549 91074
0 2520 83903
0 7910 92265
0 16599 94554
1 10704 93900
0 17446 98741
0 5391 83717
0 14574 97180
1 8777 85197
1 8925 97236
1 16731 80148
1 9017 90369
0 9505 97697
0 7257 81394
1 13249 99152
1 16342 87934
0 5037 92245
0 18794 86462
1 16743 93056
1 6287 99273
0 9793 85622
0 1306 97192
0 4815 89160
0 3987 90410
0 1696 93270
0 3688 81658
0 8865 87297
0 19378 82980
0 9835 92963
1 10610 99665
0 13795 90799
1 18819 86663
0 1352 92969
0 13857 84510
1 6775 88852
0 15234 85712
0 17115 90382
0 8303 98665
0 5019 94101
0 4864 92077
0 17447 85746
0 12485 83512
1 9960 87172
0 1202 91410
0 19186 99266
0 5228 96508
0 9503 95365
1 10160 98419
0 18258 94920
0 8030 95990
1 7542 95734
0 3502 83832
0 10143 96302
1 18272 85116
0 8815 83093
0 5835 98159
1 11344 95715
0 12649 85829
0 3227 94780
1 18005 91112
1 19933 97157
0 1180 93795
0 14765 81572
1 17086 99954
1 6460 96557
0 4019 85960
0 11462 80723
1 10790 96243
1 19151 87027
0 9810 96559
1 5335 89701
0 13338 83980
0 15478 98924
0 15289 89524
0 6494 99814
1 10935 96982
1 14538 92455
1 9984 90826
0 7668 91672
0 11321 80832
1 5575 96129
1 8480 95650
1 13785 89006
1 1444 87108
1 638 83746
1 17890 80253
0 8118 83451
0 4085 84980
0 12089 94348
1 10068 97092
0 13442 83293
1 9391 91413
1 14972 81786
0 3094 80776
0 3664 81350
0 7422 88038
1 8362 80317
1 8061 97484
0 3315 92959
1 6013 88589
0 8639 96697
0 6591 86248
0 3347 94591
0 14957 86652
0 5753 84042
0 190 83605
1 1623 97017
0 11807 84737
1 4702 85661
0 1707 82519
0 6247 85047
1 14190 83795
1 8685 97634
1 481 91566
1 3317 98607
0 16696 88399
0 6543 86032
0 9029 82966
0 5964 85088
0 8942 91420
0 9998 85618
0 12000 85571
0 9098 99860
0 1064 84603
0 3737 87092
1 16033 94370
0 16884 98624
0 2856 99758
0 4692 85413
0 16392 99193
1 4898 88146
0 15043 88073
0 7307 96359
0 7780 98508
0 1813 82170
1 16307 91037
0 2808 92660
0 31 87165
0 4827 80684
1 5968 82047
0 1698 92950
1 9609 88299
1 9045 96325
0 16598 83090
0 2423 97885
0 18850 80427
0 5869 85839
0 11162 91478
1 3159 92140
1 14330 98354
0 6877 85930
0 5265 98498
0 14603 92965
1 15164 81501
0 700 82783
1 11211 83009
1 17066 96542
1 5332 87383
1 7697 93363
1 13762 97793
0 4939 91353
0 8069 97595
1 3780 82335
0 14654 80557
0 1754 83016
0 8638 84531
0 19177 89867
1 14899 80802
0 10536 90133
1 18502 97033
0 11417 98647
1 7568 84406
0 14779 93572
0 15205 90194
0 2867 87124
0 15897 88490
0 1456 86476
0 1388 80090
0 11051 84332
0 1699 91842
0 8320 89184
0 14211 92252
0 4370 89253
1 16834 84483
1 25 96678
0 4879 89636
0 4889 82335
0 15296 84391
0 5821 87188
0 11058 87552
0 4292 95591
0 19214 99476
1 13184 94174
0 9604 88651
0 16822 97951
1 8575 99178
0 12425 98790
1 16606 99189
0 13867 92972
1 3349 80088
0 2329 96826
1 4240 92526
0 17006 96050
0 18461 96136
0 2110 86678
0 11019 94373
0 18075 90659
1 105 83624
0 14803 90216
1 1011 96031
1 11430 83802
1 954 96423
0 5581 99217
0 5583 80152
0 12461 98309
0 9668 93755
1 15542 96964
1 1461 85147
0 17894 97728
0 15146 92413
0 4540 93521
0 6957 82920
0 10201 81021
0 5482 93843
1 11625 99969
0 5572 96531
0 16018 82427
0 15968 84826
0 19279 84779
1 5799 85088
0 11689 83783
1 19009 84249
0 17274 96613
0 2373 82963
0 14963 82542
1 8290 96915
1 2769 97472
1 15664 89581
0 2837 99366
0 2004 99530
1 1310 87313
1 8431 88215
1 6807 93337
0 14870 92161
0 17513 89855
0 3371 96346
0 15605 92850
0 11066 96889
0 9421 97083
0 14692 91468
0 12265 97223
0 11744 83258
1 3405 95268
0 1406 87587
0 1583 89714
1 7697 85744
1 17712 88464
0 965 93672
0 7398 92407
1 452 90602
0 7334 97715
0 18516 89121
0 14247 91925
1 11758 94090
1 4126 87450
1 14739 93088
1 5640 85564
1 10161 91042
0 9875 90945
0 3043 89327
0 17305 91752
0 1687 99327
0 13813 93901
0 6412 82260
0 6019 86866
0 3104 89279
0 16242 83099
0 7571 90624
0 18155 82642
1 19291 88827
1 18416 81858
1 11036 89777
1 4046 80200
1 1263 95182
0 19472 90319
0 18271 90715
0 2023 86024
0 9376 89563
0 19634 80299
0 19093 85559
1 19535 95730
1 8120 82642
0 19674 82299
0 19190 95617
1 12636 82008
1 12662 82985
0 6467 84223
0 2527 98303
0 15657 96195
0 6527 96749
1 4723 95904
0 16735 89478
1 18722 93400
1 10032 94542
0 1311 87042
0 9196 89576
1 15391 83615
0 19773 87718
0 13933 95345
0 3845 92759
0 8679 90702
0 9548 90559
1 14994 87667
0 12377 92409
0 17278 99616
1 8168 83730
0 14309 85834
0 3838 87678
1 16209 88790
1 12866 96013
1 11556 86673
0 13159 92475
1 5613 98385
1 5606 94689
1 1601 87249
0 8539 82466
0 15719 99768
0 12874 92501
1 16489 98942
1 5969 87730
0 16817 82240
0 15984 94625
1 15178 90279
0 2572 83197
0 11080 94260
1 8681 87969
0 15539 99786
1 19033 99367
1 19060 81184
0 1414 88199
0 12646 84458
0 644 84497
0 19395 83464
0 18600 80503
1 10696 91347
1 10233 86625
0 3714 92408
0 12235 82226
0 1802 93861
0 1894 94699
1 19921 81073
0 10938 92133
0 12949 87847
0 7924 98946
0 16860 82961
0 19341 90725
0 5015 84435
1 10896 85752
1 3976 90261
1 13441 94822
0 12359 93453
1 13748 92701
1 12193 95742
0 8732 88291
0 15539 92786
1 11928 93875
0 1852 96312
0 9519 94989
1 7629 87461
0 2389 90258
0 165 90166
0 12409 82499
0 17845 81270
0 14837 82519
1 17041 84744
1 15765 80922
0 9740 82637
0 11658 87222
1 10139 81476
0 5583 98174
0 17320 93067
0 3686 83316
1 19437 94524
1 8642 93929
1 16360 92957
0 518 88437
0 19296 93146
1 5056 87767
1 8188 86806
0 18984 86503
0 17126 84383
1 16996 80807
0 8960 88389
0 14974 95296
0 9944 99420
0 17944 88781
1 7221 95107
1 19104 93855
0 768 84694
1 10447 89003
0 9324 84644
1 19826 98790
0 6278 83920
0 14897 83346
1 2743 81151
0 4133 87109
0 18306 88722
1 7527 83997
1 13970 97438
0 17870 81370
0 13641 93320
1 3183 88563
0 12517 82764
0 2123 86465
0 17863 86356
0 10557 84111
0 16933 94146
0 13038 87641
0 19868 97620
1 15229 89599
1 1381 90370
1 17068 82983
0 16710 87501
0 12665 85057
1 522 96449
0 10723 89154
0 15498 96936
0 8157 84478
1 18133 94303
1 16608 99519
0 8316 82017
0 887 83510
0 14317 85296
0 3562 95173
0 4961 86735
1 5237 94049
1 654 98745
1 2752 89100
0 18505 89103
0 18218 97245
0 13224 96801
0 855 93846
1 2491 81030
0 11375 96914
0 3258 98438
0 16891 80302
0 1678 92421
1 303 90275
1 8440 99010
1 4549 96186
0 9649 94655
1 6210 93707
1 16414 88236
1 8315 99578
0 18847 83233
1 3823 97473
0 16348 89651
1 1354 82710
1 16099 92614
0 3869 90285
0 7184 82947
0 3642 81255
0 8633 85523
1 4171 82666
1 13690 85825
0 17532 95908
1 3392 87151
1 2165 98299
1 8893 81938
0 1810 88830
1 12619 87808
0 1825 80880
0 4267 98975
0 10770 87789
0 2064 97327
0 19202 82878
0 2768 93925
1 18865 87777
0 3783 92191
0 11425 99774
0 3585 90588
0 9702 81947
0 16863 90973
0 3163 87989
0 4332 93502
0 5309 89051
1 19437 95571
1 5201 99307
0 593 86501
0 12755 83935
0 4502 97537
0 833 87733
1 9735 98971
0 16913 96399
1 16403 86950
0 13084 98729
0 6609 99722
0 12927 87812
0 17474 85254
0 827 95695
0 7913 83853
0 9820 82870
0 7141 93306
1 4757 95801
1 4891 89055
1 11146 83528
0 13167 91708
1 4627 85432
0 7828 89938
1 1727 98665
0 410 85390
0 12820 86519
0 17972 97263
0 10322 94244
1 1749 83271
1 12596 82537
1 1608 85086
0 906 89132
0 16198 91652
0 6958 98070
1 15345 82964
0 18497 86052
1 13600 87841
0 3021 86216
1 1696 86541
0 5645 89283
0 4044 84961
0 2537 81815
1 11241 80095
0 3755 90796
0 11129 92986
1 6575 96742
0 9180 82182
0 15042 98854
0 6596 87515
0 12487 92858
0 1257 80591
1 7946 98802
0 3550 85685
0 18206 88409
0 4808 92739
0 8661 86234
0 5802 94443
0 11589 89079
1 15279 91092
0 4366 86880
0 13683 86221
0 10042 85377
0 18215 95348
0 703 86748
0 8433 91493
0 9980 92680
0 4138 82733
1 1848 88064
0 11111 81721
0 7238 96899
1 18589 83995
1 1302 81783
1 8748 96000
0 13742 93379
0 8611 96226
0 516 84381
0 1465 91828
1 7406 83347
0 2235 89418
0 7256 84489
0 19945 97236
1 3963 81155
1 9622 82408
0 7533 81466
0 9739 88647
0 8746 95496
1 520 87303
0 15684 86046
0 17268 82832
0 12868 90897
0 17172 80691
0 15029 94579
1 5004 98510
1 5237 93333
0 11813 99769
0 17850 91317
0 10379 82114
0 13030 85264
0 17877 92003
1 2185 95720
0 2512 90438
0 13589 98217
1 14128 80486
1 8344 94852
0 14484 92137
0 11136 89015
0 6301 95731
1 19996 91191
1 12407 95263
0 14817 85759
0 17813 91583
0 5657 82342
0 10070 88861
0 8769 86862
0 19075 95365
0 11611 97363
0 9051 90217
1 1516 80562
0 1711 99229
1 4056 97836
0 13662 81462
1 19011 94544
0 2033 88826
1 17573 96925
1 4338 86549
1 9294 86339
0 11626 94478
1 9530 92321
1 1570 89669
1 14433 86820
0 8994 82663
1 13851 87915
1 14874 88784
1 16001 94559
0 7499 82959
0 11718 90442
0 11847 81201
1 16443 87270
1 16587 94993
0 6850 86506
1 10540 82752
0 14611 85660
0 17301 83631
0 4540 95243
0 6197 86687
1 17781 97992
1 18346 82190
1 1379 90632
0 696 81799
0 15129 98257
0 16994 95309
0 15551 88657
1 17850 82238
0 5563 84380
0 9525 93037
1 12743 89803
0 19327 89302
0 13413 89248
1 17712 82141
1 1727 86045
1 18709 81914
0 1291 91535
1 19682 92767
1 4223 85664
0 1674 86743
0 17838 80619
1 11989 85039
1 11915 94842
0 18481 95553
0 17126 89787
1 15137 95644
0 1397 99299
1 16550 86152
0 242 94047
0 9351 90457
0 17787 86644
0 14778 88515
1 20000 93487
0 9627 82758
1 12105 91949
0 17369 83010
0 8930 86271
1 19162 90033
1 11596 99508
0 15870 84735
1 14997 95042
0 11569 93034
0 16106 98016
0 9556 88354
1 15006 84671
1 9975 89937
0 13605 99436
1 14435 87918
0 12134 95249
1 2014 81457
0 4597 97635
1 11834 96017
0 14711 98201
1 3724 91674
0 13231 91311
1 12423 80288
0 7163 83413
0 9235 89201
0 13615 82502
0 14216 85359
0 5262 90784
0 2200 87906
0 10259 87862
0 7738 94528
0 10612 90207
0 12687 98804
1 16475 80749
0 2520 85608
1 12895 88906
0 17725 84064
1 8697 82560
0 10309 98762
0 17876 82071
0 2959 82016
0 19488 91028
0 1727 93204
1 271 85084
1 16456 89140
1 8851 93061
0 4140 94038
0 9154 81220
0 9889 83418
1 14007 90450
1 2852 83174
0 8575 80120
1 7394 83637
1 359 84574
0 12191 83986
1 4260 91803
0 4139 99065
0 7554 93101
0 17401 86019
1 2118 92050
0 14970 81610
0 2811 95272
0 8282 98055
0 16874 82455
1 2586 88305
0 18554 88111
1 9282 96875
0 18020 95774
0 18138 91055
1 15952 94636
1 6290 85198
0 16244 94070
0 791 95794
0 3733 98137
0 3077 95582
1 8571 88144
0 19369 92407
0 9349 92846
0 2640 97100
0 8782 88693
1 3286 95378
0 1681 94992
0 13867 89562
0 2991 83498
0 17308 80669
0 19806 83467
0 15453 86885
0 10712 85158
1 173 94368
0 10758 84134
1 5706 90416
1 19491 83346
0 11768 93022
0 17622 94349
1 7914 94114
1 5784 80434
0 11203 99862
0 5149 93086
0 13204 81116
0 1149 81194
0 3139 92860
1 7640 80389
1 16787 81371
1 17890 84975
1 13629 92302
1 3154 93170
0 12017 86925
1 14324 94441
1 15069 99826
0 17167 84408
0 10509 94157
0 4382 81747
0 9108 84089
0 17976 84704
1 11386 95588
0 18029 98919
1 17370 97916
0 7724 97728
0 13331 92293
0 3926 85420
0 10276 87398
1 15555 89141
0 17959 89425
1 245 99259
0 1689 81569
0 14461 95453
0 16465 96959
0 10105 83959
1 14902 97977
0 7995 82400
0 4440 87812
0 13599 85795
1 7198 94348
1 10231 96226
0 7355 93692
0 7103 83695
1 16664 82169
0 14657 83416
1 15390 84950
1 11154 87834
0 9034 87655
0 8262 91808
0 1115 90151
1 6519 93953
1 18279 99814
1 6910 93038
1 6304 98162
0 11605 91838
0 3003 96005
0 10086 92145
1 2605 95229
0 14603 87112
1 8510 81191
1 12591 82305
0 10749 86317
0 8400 95878
0 11311 88800
0 7169 87194
0 18911 89176
0 9560 97715
1 2273 80207
0 8246 86660
0 5314 85467
0 10207 85339
1 14178 89489
0 7928 96639
0 5158 90160
1 7392 97560
0 942 88215
1 17988 81524
0 13713 91958
1 13369 86419
0 19564 99895
0 11757 92384
1 826 90944
0 1790 98525
0 19600 87786
0 17575 94750
1 7844 90541
0 19855 87966
0 9706 87664
1 18496 94454
0 14145 96721
0 6793 88477
0 5523 80193
0 3520 85205
0 8253 80779
1 19515 97962
0 848 90608
0 13767 80690
1 10405 85135
0 6838 93786
0 17181 97368
0 19921 98357
0 3195 99503
0 13412 89082
0 18047 93752
0 4423 96473
0 8078 94443
0 3637 97120
0 15644 99551
0 2512 91896
0 13718 85502
0 243 99063
0 4040 83936
0 3877 97722
0 14303 93293
0 14084 80841
0 11300 99023
1 14708 90718
1 5426 85548
1 9174 88684
0 15768 89628
0 8532 94667
0 19479 83127
1 15539 93225
0 18955 97102
1 1095 98359
0 19663 97462
1 17203 99915
0 15759 80619
1 10648 98393
0 7647 92373
0 10485 85244
1 10503 80029
1 8752 85111
0 14748 88963
0 2997 95042
0 19196 87264
0 11353 95348
1 10484 82443
0 16142 99884
0 17385 93542
0 13644 87525
0 10220 87450
0 14188 88646
0 9748 97602
0 9381 92771
0 11018 92226
0 10025 90674
1 3242 96237
0 764 85734
1 6160 95065
0 12882 83060
1 6087 82657
0 6710 93963
0 949 92898
0 18648 85760
0 12908 94859
0 17289 96665
0 11834 92730
1 13400 81565
0 18210 84524
1 15616 89909
1 7935 94741
0 7643 93193
0 18204 97423
0 1722 89056
1 4600 95163
1 10262 91848
0 1214 99931
1 17926 90815
1 405 88744
0 17232 98451
1 5735 84367
0 2181 80731
0 8807 95424
0 394 86199
0 9688 86139
1 14737 95061
1 7908 95564
0 943 98883
1 15343 84172
0 9663 87864
1 18954 80906
1 2493 90394
0 3896 96554
0 11762 94681
1 9841 84068
0 8371 94150
1 18584 81989
0 5347 87536
0 1359 95099
0 4203 82987
0 3318 96535
0 19048 84685
1 14757 84618
0 11794 94466
0 10411 96916
1 14493 80165
0 5626 94811
0 4817 84838
0 5342 86918
0 5561 85689
0 4399 99340
0 3346 97205
0 757 96315
1 5474 88524
1 16184 94354
0 4727 81562
0 3010 99537
0 19881 96808
0 7034 95895
1 180 81618
0 6479 81405
0 2746 86962
1 1157 96931
1 1774 96924
0 5068 99883
0 7878 94330
0 11920 92621
1 10506 96464
0 11682 95597
1 18918 90600
1 8604 98913
0 3248 98744
0 7908 82538
0 8541 82335
1 9112 98653
0 16989 88776
0 15441 87090
1 18105 99104
1 11793 89914
0 14282 99004
0 8932 92470
1 4409 95349
1 3177 90643
1 1983 94920
0 14652 82183
1 10970 98313
1 17924 89829
0 10983 99362
0 17728 85364
0 2452 92868
0 16627 81035
1 2988 83704
0 8409 90772
0 13369 89777
0 9996 85218
0 3486 98351
0 15189 97543
0 18097 85021
1 11065 83636
0 14986 97715
0 7329 99264
0 3538 99191
1 10255 85188
0 13255 86987
0 7787 97683
1 9079 80435
0 13420 85945
0 1546 85241
0 4766 88916
1 14675 86143
0 15157 86130
0 19650 92737
0 17693 91377
0 14514 98762
0 18129 81976
0 8485 94081
1 19398 85086
0 4387 94629
0 174 88337
0 6947 91685
0 552 81644
1 13890 80237
1 7038 80858
0 3773 84231
0 4380 98641
0 12254 89473
1 2181 82462
0 18041 80875
0 16470 83774
0 18534 88445
0 3374 83095
1 11388 94062
0 8487 93248
1 13217 88833
0 11309 96029
0 8345 91976
0 19232 95117
0 13428 99513
0 13124 96008
0 1144 98752
0 10750 95827
1 8071 84446
0 14691 88895
0 14552 98498
0 3345 86752
1 4060 96727
1 14122 98375
1 1918 96894
0 9155 91912
0 17748 98211
1 6112 87250
0 12507 91918
1 4678 87641
0 12086 92989
0 7062 93933
0 5210 93049
0 15779 86626
0 5910 86735
0 3312 85892
1 16682 86994
1 10546 82594
1 4709 87996
0 12811 81382
0 5131 92123
1 14084 83754
0 17199 84423
1 15131 84779
0 4499 99069
0 2688 95935
0 2668 95827
0 4602 97456
0 12013 98098
0 13778 83396
0 18127 88118
0 6764 89419
0 14938 80275
1 7958 94681
1 15427 92398
0 17827 93388
0 8787 92956
0 46 84035
0 16404 81926
0 17951 92161
0 2288 99552
0 7864 92928
0 4908 90315
1 7462 81453
0 14650 91515
1 3243 97717
1 10723 99581
0 6488 96769
0 5217 80494
0 7186 95384
0 11875 85889
1 12172 82398
0 7432 99417
0 13703 89044
1 11115 96145
1 2819 90331
0 19641 81594
1 6704 94315
0 11971 95407
0 16276 93078
0 3112 81090
0 17005 82278
0 12690 90587
1 19916 99558
0 8012 90192
1 17367 93643
